0	0	0	0	0	0	0	3.62009	82.4701	0	710
0	0	0	0	0	0	0	36.4952	78.6247	0	810
0	0	0	0	0	0	0	0	57.5341	262.752	750
0	0	0	0	0	0	0	74.2801	26.0823	11.4563	700
0	0	0	0	0	0	0	0	0	207.944	635
0	0	0	0	0	0	0	33.4	71.1772	0	625
0	0	0	0	0	0	0	95.3629	126.505	59.9318	750
0	0	0	0	0	0	0	362.138	94.6043	148.029	785
0	0	0	0	0	0	0	10.3205	68.1739	139.076	845
0	0	0	0	0	0	0	5.34355	53.1946	0	580
0	0	0	0	0	0	0	5.57513	45.6247	85.8399	670
0	0	0	0	0	22.7971	0	4.71448	60.5276	0	795
0	0	0	0	0	0	0	6.25881	209.432	52.4098	850
0	0	0	0	0	0	0	51.8739	63.2924	250.101	620
0	0	0	0	0	0	0	0	15.5934	0	710
0	0	0	0	0	8.02471	0	0	76.5944	9.69842	760
0	0	0	0	0	34.407	0	0	153.749	30.5483	730
0	0	0	0	0	0	0	3.97952	47.0015	8.26703	680
0	0	0	0	0	12.0059	0	1.98926	459.264	0	720
0	0	0	0	0	0	0	27.1434	48.6359	65.8778	730
0	0	0	0	0	0	0	0	46.8211	12.2758	890
0	0	0	0	0	0	0	12.0389	22.2629	13.968	690
0	0	0	0	0	0	0	27.5216	53.3515	0	570
0	0	0	96.7117	48.4548	0	0	39.7858	225.539	69.448	790
84.8598	123.179	98.5484	6.85975	16.5932	25.0143	38.0953	12.7593	276.777	0	1680
237.632	105.724	73.8441	8.52422	24.4633	21.4335	0	19.7851	0	38.7167	1750
36.6591	115.03	104.02	33.2083	26.8593	0	58.7505	2.98927	65.0326	45.637	1380
94.3162	227.131	121.035	0	0	37.7373	0	3.97868	46.6755	112.453	1130
222.125	169.506	117.832	5.46236	24.0011	28.1596	59.8994	8.87882	69.0995	101.474	1210
17.9671	99.201	58.0314	7.12001	29.275	10.5866	30.6177	28.9879	106.057	0	1445
205.249	305.78	242.589	39.7904	65.9367	14.6495	0	35.5074	43.9236	0	1860
58.9573	184.288	133.378	33.3188	38.732	33.6994	86.0244	61.1521	46.2447	0	1400
81.7493	89.6602	129.178	20.2439	12.0327	31.1705	0	56.6249	35.0388	0	1800
110.568	155.63	120.658	25.2376	42.5563	0	0	31.9253	62.2383	0	2250
84.7471	88.378	115.229	6.04429	24.7541	46.1063	0	8.00054	31.8953	0	1860
367.327	164.776	268.285	57.8692	43.5822	25.1032	0	25.7177	106.646	113.778	1980
135.337	60.3602	105.262	31.0088	37.0665	26.1869	157.132	19.1436	57.7241	0	1700
516.105	310.73	176.966	76.2592	59.6013	6.88923	0	33.5526	264.969	0	2200
514.675	282.945	217.502	70.7898	58.4108	15.4526	107.387	33.2376	243.524	0	1860
394.951	215.441	203.516	78.3499	54.0212	0	280.033	16.6206	155.438	0	2100
606.708	448.552	313.466	74.3786	71.5401	14.0856	0	34.7085	198.118	0	2200
577.922	273.933	166.699	74.1989	73.5624	0	92.4074	77.606	317.22	0	2200
0	0	0	0	0	0	0	0	0	225.286	730
0	0	0	0	0	0	0	11.0402	0	7.29253	880
0	0	0	0	0	0	0	0	0	0	910
0	0	0	0	0	0	0	0	0	0	710
0	0	0	0	0	0	0	0	0	0	685
0	0	0	0	0	0	0	0	0	71.0183	735
0	0	0	0	0	0	0	18.1563	59.3498	0	2000
0	0	0	0	0	0	0	0	0	0	2750
0	0	0	0	0	0	0	0	0	0	2750
0	0	0	0	0	0	0	0	52.6563	0	2600
0	0	0	0	0	0	0	137.657	50.3221	0	2481
0	0	0	0	0	0	0	32.1261	18.2168	8.01796	2970
