0	0	0	0	0	0	0	3.62009	82.4701	0	100.673	46.169	181.99	10.274	69.1212	16.9211	710
0	0	0	0	0	0	0	36.4952	78.6247	0	50.0734	42.7277	41.3785	0	0	8.18663	810
0	0	0	0	0	0	0	0	57.5341	262.752	174.802	81.43	182.512	5.75939	0	7.81775	750
0	0	0	0	0	0	0	74.2801	26.0823	11.4563	15.5288	0	56.0525	0	221.983	0	700
0	0	0	0	0	0	0	0	0	207.944	86.532	42.4363	7.95995	39.1876	368.728	0	635
0	0	0	0	0	0	0	33.4	71.1772	0	44.2142	40.2827	294.866	0	0	0	625
0	0	0	0	0	0	0	95.3629	126.505	59.9318	44.2687	32.2595	313.407	87.9608	0	0	750
0	0	0	0	0	0	0	362.138	94.6043	148.029	21.9524	26.9039	298.665	110.013	16.5422	0	785
0	0	0	0	0	0	0	10.3205	68.1739	139.076	54.2926	7.90724	317.279	0	0	8.9191	845
0	0	0	0	0	0	0	5.34355	53.1946	0	0	0	5.90392	0	0	0	580
0	0	0	0	0	0	0	5.57513	45.6247	85.8399	68.2738	69.7414	176.261	7.18098	0	0	670
0	0	0	0	0	22.7971	0	4.71448	60.5276	0	15.3139	30.0891	589.555	0	11.9913	6.59499	795
0	0	0	0	0	0	0	6.25881	209.432	52.4098	74.1033	41.247	98.9795	96.4632	48.7817	79.6321	850
0	0	0	0	0	0	0	51.8739	63.2924	250.101	67.9892	46.8885	493.914	0	0	0	620
0	0	0	0	0	0	0	0	15.5934	0	149.018	64.3261	0	0	9.19521	0	710
0	0	0	0	0	8.02471	0	0	76.5944	9.69842	104.052	90.169	93.5549	10.2469	0	0	760
0	0	0	0	0	34.407	0	0	153.749	30.5483	53.1604	30.67	231.394	0	98.2451	8.97419	730
0	0	0	0	0	0	0	3.97952	47.0015	8.26703	6.55312	3.08273	929.477	13.0487	0	15.474	680
0	0	0	0	0	12.0059	0	1.98926	459.264	0	125.986	89.1349	152.548	0	31.4441	0	720
0	0	0	0	0	0	0	27.1434	48.6359	65.8778	73.4408	48.5774	480.023	0	6.50903	0	730
0	0	0	0	0	0	0	0	46.8211	12.2758	22.5162	20.0084	164.088	2.36369	17.1289	0	890
0	0	0	0	0	0	0	12.0389	22.2629	13.968	25.1096	7.50471	114.666	0	0	0	690
0	0	0	0	0	0	0	27.5216	53.3515	0	93.1152	84.109	188.771	0	0	0	570
0	0	0	96.7117	48.4548	0	0	39.7858	225.539	69.448	35.3308	28.0912	9.60492	34.6833	39.4425	4.40705	790
84.8598	123.179	98.5484	6.85975	16.5932	25.0143	38.0953	12.7593	276.777	0	25.309	28.2821	476.3	0	0	0	1680
237.632	105.724	73.8441	8.52422	24.4633	21.4335	0	19.7851	0	38.7167	16.9236	11.2301	417.825	0	0	5.85555	1750
36.6591	115.03	104.02	33.2083	26.8593	0	58.7505	2.98927	65.0326	45.637	65.6828	10.4413	33.6665	0	96.4231	0	1380
94.3162	227.131	121.035	0	0	37.7373	0	3.97868	46.6755	112.453	36.0386	18.7203	143.528	0	156.955	0	1130
222.125	169.506	117.832	5.46236	24.0011	28.1596	59.8994	8.87882	69.0995	101.474	34.7785	24.1596	148.372	0	100.596	43.6319	1210
17.9671	99.201	58.0314	7.12001	29.275	10.5866	30.6177	28.9879	106.057	0	109.252	82.7327	921.954	158.904	0	0	1445
205.249	305.78	242.589	39.7904	65.9367	14.6495	0	35.5074	43.9236	0	40.3131	35.7238	256.983	165.337	0	51.0541	1860
58.9573	184.288	133.378	33.3188	38.732	33.6994	86.0244	61.1521	46.2447	0	30.5091	9.68049	672.626	14.124	6.51143	0	1400
81.7493	89.6602	129.178	20.2439	12.0327	31.1705	0	56.6249	35.0388	0	52.6925	42.1408	921.814	0	0	6.57009	1800
110.568	155.63	120.658	25.2376	42.5563	0	0	31.9253	62.2383	0	75.6594	55.325	573.129	538.887	0	5.66843	2250
84.7471	88.378	115.229	6.04429	24.7541	46.1063	0	8.00054	31.8953	0	22.5457	2.75675	560.182	48.7314	22.7899	0	1860
367.327	164.776	268.285	57.8692	43.5822	25.1032	0	25.7177	106.646	113.778	40.9787	29.7959	318.61	0	10.7468	25.0325	1980
135.337	60.3602	105.262	31.0088	37.0665	26.1869	157.132	19.1436	57.7241	0	78.0184	27.8531	598.581	0	0	4.80483	1700
516.105	310.73	176.966	76.2592	59.6013	6.88923	0	33.5526	264.969	0	20.4535	11.9594	228.584	0	4.27585	0	2200
514.675	282.945	217.502	70.7898	58.4108	15.4526	107.387	33.2376	243.524	0	44.3239	35.6091	379.679	317.031	105.469	0	1860
394.951	215.441	203.516	78.3499	54.0212	0	280.033	16.6206	155.438	0	0	2.25481	36.866	50.9457	56.4123	11.1574	2100
606.708	448.552	313.466	74.3786	71.5401	14.0856	0	34.7085	198.118	0	45.4492	26.0791	323.492	0	80.5516	17.77	2200
577.922	273.933	166.699	74.1989	73.5624	0	92.4074	77.606	317.22	0	52.9392	36.7104	256.085	0	23.7543	0	2200
0	0	0	0	0	0	0	0	0	225.286	42.5646	37.812	146.586	0	89.3616	9.60943	730
0	0	0	0	0	0	0	11.0402	0	7.29253	39.9789	21.4884	176.032	32.8556	0	18.7658	880
0	0	0	0	0	0	0	0	0	0	0	5.20125	262.133	0	0	0	910
0	0	0	0	0	0	0	0	0	0	125.261	81.2254	0	0	0	0	710
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7833	685
0	0	0	0	0	0	0	0	0	71.0183	69.7533	63.9589	201.579	0	0	0	735
0	0	0	0	0	0	0	18.1563	59.3498	0	0	0	0	0	200.314	0	2000
0	0	0	0	0	0	0	0	0	0	0	0	0	9.84586	0	0	2750
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2750
0	0	0	0	0	0	0	0	52.6563	0	0	0	0	0	0	0	2600
0	0	0	0	0	0	0	137.657	50.3221	0	0	0	345.432	0	0	0	2481
0	0	0	0	0	0	0	32.1261	18.2168	8.01796	0	0	0	0	405.931	0	2970
